sample	pclass	type	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX
TCGA-23-1119-01A-02D-0428-01	OV_	a	782	18539	143	227	15048	11859	6323	0	906	206	131	6070	0	0	4890	0	0	0	7788	1127	67	0	870
TCGA-23-1119-01A-02D-0428-01	OV_	d	3498	11080	23055	62	34892	769	333	0	13	0	5376	441	11	0	338	0	13125	0	10717	7625	0	0	9224
TCGA-36-2548-01A-01D-1043-01	OV_	a	26875	2110	2913	167	63310	0	587	649	37347	1590	500	1004	480	117	658	516	436	0	594	430	0	0	0
TCGA-36-2548-01A-01D-1043-01	OV_	d	48523	50	327	41	64	284	29	22	0	10	72	10	0	8	0	5	0	0	0	10	0	5748	262
TCGA-30-1892-01A-01D-0648-01	OV_	a	43307	533	102	0	24543	0	30720	0	136	0	0	9721	3323	0	0	0	0	0	234	62	0	0	0
TCGA-30-1892-01A-01D-0648-01	OV_	d	13531	5	2666	8031	19	27167	2740	1746	5	11	0	18265	0	0	0	0	9138	0	6	0	0	461	22
TCGA-04-1342-01A-01D-0428-01	OV_	a	12262	43758	39995	480	8575	2416	0	343	563	9879	351	4573	0	0	0	0	621	0	3207	0	2782	0	0
TCGA-04-1342-01A-01D-0428-01	OV_	d	6380	64	0	155	16711	279	0	0	22	38148	77	0	2365	0	1083	0	0	0	1981	6	0	0	0
TCGA-30-1856-01A-01D-0577-01	OV_	a	20360	604	35424	0	0	14532	1231	24773	1148	0	707	11439	0	344	334	0	174	0	5381	316	265	313	4635
TCGA-30-1856-01A-01D-0577-01	OV_	d	484	2877	14807	2250	2918	1435	1240	6364	11266	7105	731	2998	5224	2526	2648	1079	2774	311	3274	0	943	1036	1943
TCGA-24-1418-01A-01D-0472-01	OV_	a	6185	0	0	834	4078	781	92	16898	11106	0	16572	9979	0	0	0	1394	0	190	649	2362	0	0	0
TCGA-24-1418-01A-01D-0472-01	OV_	d	21281	6	499	7014	45151	69	38	0	25407	0	1834	1102	335	0	5	8456	3957	2212	2792	6936	0	0	94
TCGA-61-2097-01A-02D-0663-01	OV_	a	0	48707	0	7221	8146	0	29585	33652	0	63	0	437	0	0	0	0	773	0	0	0	0	0	0
TCGA-61-2097-01A-02D-0663-01	OV_	d	13771	3729	24	192	4449	0	5718	0	9	11372	21	127	14	0	19582	0	10	612	4864	46	6224	0	0
TCGA-20-0990-01A-01D-0428-01	OV_	a	18099	21405	4888	802	0	13981	719	12077	41	129	1318	9518	3750	1435	0	680	0	0	138	22	268	58	2309
TCGA-20-0990-01A-01D-0428-01	OV_	d	8382	1475	323	11	0	42644	1828	8029	3328	37	6981	1208	277	138	0	14196	13	97	2024	9839	0	0	7428
TCGA-24-0975-01B-02D-0428-01	OV_	a	10	0	13291	0	109	0	0	0	0	26906	16688	0	0	946	2542	0	6679	0	0	0	0	0	0
TCGA-24-0975-01B-02D-0428-01	OV_	d	38390	0	19020	0	24747	0	12827	0	0	2176	0	9809	8910	0	0	12507	3398	0	1355	0	0	0	0
TCGA-13-2057-01A-02D-1043-01	OV_	a	71709	19148	5196	936	459	20939	6178	2872	0	786	9430	0	18	6539	0	0	0	560	931	6868	0	0	0
TCGA-13-2057-01A-02D-1043-01	OV_	d	301	0	14	1351	92	21	15994	145	809	32	0	13	19837	31	0	166	8	134	1227	0	153	2948	4533
TCGA-25-1322-01A-01D-0452-01	OV_	a	14330	26097	14141	1095	4657	0	11403	26584	7012	10863	9240	13071	7013	5242	1480	0	0	0	6553	11947	1332	0	2375
TCGA-25-1322-01A-01D-0452-01	OV_	d	0	12	10873	0	0	0	957	6821	6016	0	0	0	0	5	0	0	0	0	1021	0	0	0	486
TCGA-24-1474-01A-01D-0497-01	OV_	a	32133	7130	35	12201	17623	0	0	19237	0	13491	0	6296	13741	5613	2014	0	12058	0	4913	0	0	0	1552
TCGA-24-1474-01A-01D-0497-01	OV_	d	198	784	5	748	10	5	27	10083	870	8924	135	0	0	391	826	0	273	23	11049	0	0	0	18663
TCGA-09-1668-01B-01D-0533-01	OV_	a	7	11563	34	0	19203	10	1501	21456	0	39	8228	0	0	0	0	339	1499	65	1640	9907	0	13	77
TCGA-09-1668-01B-01D-0533-01	OV_	d	18883	4460	5848	24868	23491	0	28167	8	2830	7	1020	0	54	15448	15	0	15	712	25	0	15	0	12
TCGA-25-2398-01A-01D-0704-01	OV_	a	13412	319	0	2184	14197	4211	144	30600	0	66	106	0	0	0	0	0	447	0	7826	2978	4726	3465	1833
TCGA-25-2398-01A-01D-0704-01	OV_	d	7076	31731	0	19656	110	0	1081	0	233	28045	279	0	0	0	347	12107	1409	0	2813	0	4518	0	6554
TCGA-23-1032-01A-02D-0428-01	OV_	a	1849	1368	17578	592	913	1492	15591	137	2582	776	802	1361	310	446	0	411	1795	1938	6904	341	2201	364	16612
TCGA-23-1032-01A-02D-0428-01	OV_	d	24452	35040	0	10170	159	16530	72	15035	0	79	0	204	13967	60	5	0	4159	546	5613	0	0	5	181
TCGA-13-0886-01A-01D-0399-01	OV_	a	106	211	25046	0	315	0	0	5466	0	0	0	6070	0	12684	8371	0	0	0	0	205	123	0	0
TCGA-13-0886-01A-01D-0399-01	OV_	d	13756	53323	14516	0	21101	3320	111	12425	0	0	0	0	21004	0	8	0	6	0	0	4510	0	0	24
TCGA-42-2582-01A-01D-1043-01	OV_	a	487	2046	20199	11790	17075	571	0	15244	275	0	383	11777	0	45	0	7177	758	0	3193	7616	0	111	0
TCGA-42-2582-01A-01D-1043-01	OV_	d	95	258	3036	293	5668	33758	9162	6	0	26315	7900	264	5	20	3607	391	0	13237	8	0	0	0	18
TCGA-24-1549-01A-01D-0497-01	OV_	a	16414	860	17380	409	2621	12302	813	177	2066	3265	486	16414	0	0	411	536	8854	0	11260	5416	574	0	1770
TCGA-24-1549-01A-01D-0497-01	OV_	d	24073	2201	323	324	0	35042	83	327	0	18331	2143	6	264	132	121	165	7896	0	0	9476	18	0	247
TCGA-13-0888-01A-01D-0399-01	OV_	a	12284	15931	30706	27384	261	17576	0	17733	0	1116	982	13053	503	688	93	3453	0	186	8439	0	0	6555	7007
TCGA-13-0888-01A-01D-0399-01	OV_	d	73	0	26288	10	275	1328	0	2884	0	0	0	901	2450	0	517	791	0	0	3689	0	0	0	647
TCGA-61-2098-01A-01D-0663-01	OV_	a	0	29602	12511	0	8911	39759	4337	0	324	0	0	0	0	0	0	1029	90	0	3274	2443	0	0	34919
TCGA-61-2098-01A-01D-0663-01	OV_	d	18355	0	1288	584	6028	499	190	574	304	0	265	485	11	25480	79	503	0	303	2412	5241	0	4019	69
TCGA-13-0891-01A-01D-0399-01	OV_	a	10861	0	18526	24857	2613	10611	14527	7417	9850	7352	9947	6220	1335	2259	0	134	0	2318	7288	4450	2340	53	2919
TCGA-13-0891-01A-01D-0399-01	OV_	d	0	7	0	0	0	718	7874	13557	468	0	29134	0	0	9	0	104	0	43	2223	4763	0	0	0
TCGA-24-1850-01A-01D-0577-01	OV_	a	6878	857	7520	6666	15819	3896	5705	30347	134	9344	4203	0	0	8312	0	4066	0	5968	7906	411	3712	0	3164
TCGA-24-1850-01A-01D-0577-01	OV_	d	0	0	20656	494	19761	712	9177	4838	85	290	3930	218	1434	199	0	0	97	16050	1432	0	0	595	68
TCGA-24-2262-01A-01D-0704-01	OV_	a	19777	27822	18087	713	1163	1646	3714	26667	2501	9653	7790	1269	69	3643	602	606	2343	1607	3160	311	0	0	562
TCGA-24-2262-01A-01D-0704-01	OV_	d	154	746	16	0	370	9574	0	0	9	13388	991	165	0	24857	15633	0	6059	0	731	0	0	0	0
TCGA-36-2533-01A-01D-1043-01	OV_	a	9267	13	720	14227	3583	0	6903	17804	0	11646	15655	0	0	0	2582	0	0	901	0	11270	0	0	534
TCGA-36-2533-01A-01D-1043-01	OV_	d	5	7735	17497	0	10978	16375	0	5612	8	25640	5544	0	70	11	0	0	0	5483	1236	0	0	0	15685
TCGA-24-1844-01A-01D-0577-01	OV_	a	134	9018	0	11507	0	0	731	4473	0	19824	0	0	0	0	0	0	0	0	2859	0	805	0	18303
TCGA-24-1844-01A-01D-0577-01	OV_	d	57	0	14262	46810	25	30896	61	0	0	6061	4764	9942	90	5	17854	223	80	0	8572	0	0	0	23
TCGA-24-1930-01A-01D-0648-01	OV_	a	5202	31269	31149	0	25990	139	0	1759	0	0	248	1633	0	16126	67	0	0	148	705	0	3735	0	13748
TCGA-24-1930-01A-01D-0648-01	OV_	d	13859	302	488	750	102	150	0	162	10	77	7614	16462	54	18715	11672	37	13	52	6170	0	0	0	5
TCGA-13-2060-01A-01D-0704-01	OV_	a	16452	16016	3072	1061	12498	0	6	927	0	5471	2489	9271	5244	18209	13857	0	10888	8797	2926	1478	3910	447	6428
TCGA-13-2060-01A-01D-0704-01	OV_	d	261	153	494	64	126	607	499	608	721	14703	226	0	22065	0	3195	0	5192	5538	0	0	0	2086	13292
TCGA-13-1494-01A-01D-0472-01	OV_	a	2093	383	2015	7507	447	10582	13158	10729	716	843	0	12435	152	311	22	28	66	58	302	1629	0	891	1403
TCGA-13-1494-01A-01D-0472-01	OV_	d	14994	37	20181	39382	11950	2574	14768	0	0	1673	0	6033	0	16133	152	951	0	0	1995	12573	0	68	339
TCGA-09-1669-01A-01D-0533-01	OV_	a	6390	0	2762	0	0	45571	33994	23476	646	8816	14457	0	0	6	20306	0	1377	0	4288	7696	0	88	0
TCGA-09-1669-01A-01D-0533-01	OV_	d	9130	8	1808	0	0	13	107	6	0	7492	3244	0	171	5	0	16226	68	0	2775	0	0	0	271
TCGA-23-1118-01A-01D-0428-01	OV_	a	17229	23621	8718	4504	2002	138	16038	10002	10995	6827	105	81	134	17861	152	273	0	422	46	0	114	18	298
TCGA-23-1118-01A-01D-0428-01	OV_	d	14876	8366	631	1193	0	6	7708	5037	15584	0	4259	4293	6	0	19598	1157	204	80	6735	0	530	2143	84
TCGA-29-1694-01A-01D-0559-01	OV_	a	660	6661	26156	4877	25527	58	5310	18859	1596	240	271	737	0	0	12492	4583	0	524	5216	173	809	0	943
TCGA-29-1694-01A-01D-0559-01	OV_	d	35	0	8894	25003	0	0	8	2511	0	21365	952	13071	0	0	819	22129	2418	0	0	0	0	0	7
TCGA-13-1495-01A-01D-0472-01	OV_	a	15044	22065	32913	3856	12490	8748	17702	6487	12284	8962	2602	4100	0	5581	180	0	109	140	5940	0	207	1960	11825
TCGA-13-1495-01A-01D-0472-01	OV_	d	8058	5	997	0	0	199	0	75	0	20970	0	499	0	0	0	0	266	0	8397	0	0	0	781
TCGA-36-2538-01A-01D-1043-01	OV_	a	10910	38167	21454	59	300	6181	4857	4705	1588	39	0	16	0	57	12118	0	2064	22	0	494	0	0	21654
TCGA-36-2538-01A-01D-1043-01	OV_	d	16734	26409	0	7	2078	13444	31	93	0	0	0	0	18092	0	75	0	0	0	0	11759	157	11	0
TCGA-13-0799-01A-01D-0356-01	OV_	a	232	11012	1159	30862	696	9951	50	1322	0	0	0	2822	0	0	11439	3977	0	43	0	384	0	0	0
TCGA-13-0799-01A-01D-0356-01	OV_	d	11732	27688	71	16588	25898	30	6294	3845	9613	25219	1559	262	283	0	7	1027	23	0	10024	14	5	0	0
TCGA-25-1315-01A-01D-0452-01	OV_	a	34398	967	949	1250	136	611	1849	5764	533	972	1262	768	0	1125	0	3957	14	76	484	5306	6015	0	295
TCGA-25-1315-01A-01D-0452-01	OV_	d	13080	0	1363	47673	492	26956	2070	7527	10513	0	5515	2311	0	0	0	1069	0	18732	10202	0	0	0	0
TCGA-13-0906-01A-01D-0399-01	OV_	a	20941	28732	24289	0	136	14843	253	19740	1124	14355	0	0	31760	2843	0	0	0	0	0	53	0	0	281
TCGA-13-0906-01A-01D-0399-01	OV_	d	5646	0	770	8143	186	825	5563	8675	6	0	7335	15	0	472	10195	0	6302	0	1007	0	0	0	26
TCGA-24-2260-01A-01D-0663-01	OV_	a	24882	284	0	12651	0	11177	20229	40829	1058	6827	476	0	0	13482	12395	403	14953	9478	5053	1174	0	227	8144
TCGA-24-2260-01A-01D-0663-01	OV_	d	0	0	18	16936	0	4608	0	0	0	0	5	0	82	396	0	0	9614	0	9	0	0	0	0
TCGA-24-2281-01A-01D-0704-01	OV_	a	7463	20999	41639	0	0	8154	4185	4217	126	0	14774	0	0	5565	0	0	9050	13754	655	0	2743	7306	255
TCGA-24-2281-01A-01D-0704-01	OV_	d	0	9336	438	154	259	765	369	5	5	266	20288	0	0	5214	9102	0	16	18869	1888	0	0	5423	2887
TCGA-29-2429-01A-01D-1043-01	OV_	a	10473	34213	15086	516	5330	14167	2701	14555	4935	13308	4101	5566	0	2803	1216	2625	3213	82	10221	290	685	1810	598
TCGA-29-2429-01A-01D-1043-01	OV_	d	16	7	9727	14057	453	0	5	61	13779	690	1186	547	5	9701	145	72	11823	16	0	0	0	6402	5
TCGA-24-1846-01A-01D-0577-01	OV_	a	1133	227	606	0	0	14258	6284	22059	3588	0	0	235	0	14	17924	0	17	2486	0	0	0	0	1015
TCGA-24-1846-01A-01D-0577-01	OV_	d	33206	41912	23	106	3607	17981	0	7214	11	17	0	7550	5	9719	8937	22	9755	7870	0	0	0	0	8
TCGA-42-2590-01A-01D-1043-01	OV_	a	31402	53	35103	8597	124	5539	0	23931	0	0	0	503	0	692	0	0	1795	0	738	0	1142	0	0
TCGA-42-2590-01A-01D-1043-01	OV_	d	8515	5	0	28214	27	19	868	85	0	33	14689	31613	5595	8734	0	0	0	16	7783	7	2022	0	35
TCGA-13-0762-01A-01D-0356-01	OV_	a	18603	999	18009	0	0	1325	7830	33763	0	0	17725	789	3054	0	1290	0	0	0	1647	5793	0	0	6220
TCGA-13-0762-01A-01D-0356-01	OV_	d	19792	62	302	0	388	10423	0	526	19116	171	389	175	20318	0	14294	15446	0	0	0	0	0	19	26
TCGA-13-0919-01A-01D-0399-01	OV_	a	20039	0	2727	0	31060	0	5885	0	0	3577	105	334	0	14473	11637	34	0	0	0	1130	4608	0	0
TCGA-13-0919-01A-01D-0399-01	OV_	d	37484	3403	184	4309	27521	0	19193	0	14970	5099	0	70	0	0	0	0	27	0	0	5655	3658	0	1631
TCGA-13-0761-01A-01D-0356-01	OV_	a	66	5461	22977	1020	397	41	72	13338	0	4143	17312	522	4159	108	3148	0	0	0	22	46	0	0	0
TCGA-13-0761-01A-01D-0356-01	OV_	d	17831	22963	9847	12363	0	22503	489	9	0	16765	19919	2841	11609	534	6	0	0	0	8855	0	0	0	0
TCGA-23-1031-01A-01D-0428-01	OV_	a	6729	136	21775	4036	5098	21195	0	23190	6330	10740	0	18727	0	21211	10663	1193	0	0	506	0	17	1719	5055
TCGA-23-1031-01A-01D-0428-01	OV_	d	6039	118	0	7247	12749	16248	0	0	3632	170	0	4885	0	1413	0	0	0	14	4117	0	0	27	4478
TCGA-36-1574-01A-01D-0533-01	OV_	a	21935	249	325	9946	107	23	4124	27430	68	37	18166	1496	0	63	39	3019	142	363	171	0	0	6553	137
TCGA-36-1574-01A-01D-0533-01	OV_	d	6640	35462	13	18872	30512	481	67	0	11855	0	5383	5111	0	0	0	4308	0	3592	0	18	3454	0	17
TCGA-13-1505-01A-01D-0472-01	OV_	a	8511	4494	36468	0	0	20394	21459	0	0	7918	0	11990	0	0	0	5743	1184	0	955	0	3051	0	2079
TCGA-13-1505-01A-01D-0472-01	OV_	d	14980	6457	23161	31161	9722	14	11	690	0	0	892	5	0	40	0	0	0	660	8097	0	0	0	74
TCGA-36-2529-01A-01D-1043-01	OV_	a	7018	65	1645	23447	215	129	28367	23438	0	229	2685	7259	0	30552	0	0	77	13980	10522	13876	5087	0	37
TCGA-36-2529-01A-01D-1043-01	OV_	d	99	10844	2493	0	0	11522	29	17417	363	7	0	0	0	2736	11	7	32	79	4537	115	0	0	3348
TCGA-04-1336-01A-01D-0428-01	OV_	a	12465	8567	16726	300	249	406	79	26925	0	1773	397	137	0	0	17743	72	0	0	0	253	0	24	8086
TCGA-04-1336-01A-01D-0428-01	OV_	d	12	38896	6241	17	38001	27	2888	39	0	14647	0	11	13446	0	9889	1710	108	0	3462	5	11	0	14
TCGA-29-1776-01A-01D-0577-01	OV_	a	5166	5408	159	0	5154	6233	3323	5859	0	22	35586	0	0	18817	0	27	4922	716	0	11934	0	8	0
TCGA-29-1776-01A-01D-0577-01	OV_	d	24041	34	6	0	30644	19815	6	15778	0	8482	6086	0	0	3121	0	12706	8	0	0	0	0	0	0
TCGA-59-2352-01A-01D-0704-01	OV_	a	3782	6593	3521	69	0	5748	499	15099	4021	3088	0	6459	0	3726	0	3809	1424	1874	3040	0	0	0	8214
TCGA-59-2352-01A-01D-0704-01	OV_	d	0	12794	98	23542	27993	2634	185	2187	23688	0	39	0	43	11	17300	0	18627	0	3815	0	0	0	20570
TCGA-13-1408-01A-01D-0452-01	OV_	a	33482	3699	38912	0	1479	868	0	15742	6680	234	1368	6527	16504	0	7432	0	88	94	0	0	0	3009	10634
TCGA-13-1408-01A-01D-0452-01	OV_	d	9990	15826	2289	639	2659	10	0	6913	0	0	6884	0	3590	10463	0	9	5325	0	0	0	5466	6	7798
TCGA-13-0751-01A-01D-0356-01	OV_	a	28481	21714	17398	411	1815	9327	21958	21367	995	1429	15337	582	621	2464	1772	611	9598	0	464	183	0	227	0
TCGA-13-0751-01A-01D-0356-01	OV_	d	0	0	3955	7665	20129	5	0	0	0	25	0	386	176	42	0	17708	16523	211	0	0	0	1189	0
TCGA-10-0936-01A-01D-0399-01	OV_	a	67697	721	627	18966	0	24227	207	427	334	659	35205	2054	0	911	221	201	6489	3173	4793	1793	5823	514	104
TCGA-10-0936-01A-01D-0399-01	OV_	d	4523	271	312	12	40	3788	15491	0	75	280	0	91	131	7	0	12228	0	8761	3697	0	230	0	0
TCGA-23-1122-01A-01D-0428-01	OV_	a	27219	28143	15032	4169	954	0	1981	18	2990	1152	0	5595	12587	0	11983	0	1052	0	1190	4694	0	6196	0
TCGA-23-1122-01A-01D-0428-01	OV_	d	21740	0	0	19134	0	0	20875	1477	0	82	0	22871	245	2473	118	0	0	7263	2882	0	10	0	1557
TCGA-36-1581-01A-01D-0533-01	OV_	a	4065	7728	26081	0	1721	4744	632	9558	55	15	2820	6220	0	27147	331	274	1902	15752	1791	7365	0	0	3069
TCGA-36-1581-01A-01D-0533-01	OV_	d	182	33903	1752	422	397	261	515	16513	3569	18	24557	624	149	221	240	11455	123	11036	0	0	0	40	43
TCGA-24-2036-01A-01D-0663-01	OV_	a	22106	15823	16040	99	12	10171	9273	21233	45	826	4308	3410	32	29	0	0	2440	0	1247	30	29	74	61
TCGA-24-2036-01A-01D-0663-01	OV_	d	14	31	0	19036	0	5821	0	19	180	12586	347	31326	8225	23347	13	9441	0	0	3618	6107	0	0	106
TCGA-13-1488-01A-01D-0472-01	OV_	a	12314	402	25253	49	0	9732	378	15534	214	16308	58	1193	0	69	0	3569	0	0	0	877	0	745	49
TCGA-13-1488-01A-01D-0472-01	OV_	d	40139	14271	459	125	11117	23335	4400	8942	0	26	9594	114	0	730	17140	5914	0	10	974	1120	2620	0	0
TCGA-13-0901-01B-01D-0452-01	OV_	a	0	11704	1055	3509	0	3837	1068	18086	20857	0	6071	15581	94	3750	0	0	8284	0	3468	2936	0	0	3809
TCGA-13-0901-01B-01D-0452-01	OV_	d	804	0	0	26609	55615	23044	0	0	16	92	9	1152	0	0	0	0	0	0	0	11	0	12447	4196
TCGA-04-1348-01A-01D-0452-01	OV_	a	4352	19683	12868	742	8162	1122	5762	2513	2034	8135	1015	1669	760	549	3005	6009	407	1012	4074	8072	2671	290	1437
TCGA-04-1348-01A-01D-0452-01	OV_	d	0	2041	0	0	5	0	359	441	9108	27805	17460	35	16	33320	7	12820	0	9786	7137	0	0	11771	0
TCGA-13-2061-01A-01D-1043-01	OV_	a	173	422	19414	133	261	17351	5	11735	0	3464	24	1854	1435	0	15080	1098	990	0	44	110	0	0	0
TCGA-13-2061-01A-01D-1043-01	OV_	d	15855	31	34445	44	18835	9809	62	9122	36	25827	18274	14560	66	18	11	11	0	19	5	282	6	7556	29
TCGA-57-1994-01A-01D-0648-01	OV_	a	12950	4974	39762	21647	26	19400	0	22496	2418	4377	17288	4330	0	0	2149	0	0	0	6359	4006	0	0	13000
TCGA-57-1994-01A-01D-0648-01	OV_	d	21	618	142	2616	25057	532	9548	172	599	76	111	277	78	50	13152	54	0	326	44	49	0	0	47
TCGA-61-2087-01A-01D-0663-01	OV_	a	12	0	19609	2056	34	9005	33164	5579	1682	0	13815	0	0	0	166	0	30	0	0	7	0	43	0
TCGA-61-2087-01A-01D-0663-01	OV_	d	5534	0	2407	0	32739	13015	15139	6415	0	20314	6608	15	0	13744	16085	113	0	3143	0	1427	0	0	7833
TCGA-23-1028-01A-01D-0428-01	OV_	a	6064	155	345	4892	106	16512	3291	21615	12707	1383	366	2428	5297	664	8182	0	586	240	1729	1566	0	59	18316
TCGA-23-1028-01A-01D-0428-01	OV_	d	8091	27269	6	0	2889	10706	10843	5623	0	13	15813	21831	1751	0	0	0	0	0	3493	5919	3660	5569	0
TCGA-13-0803-01A-01D-0356-01	OV_	a	9691	650	1946	477	302	264	12619	15634	338	20	2045	363	319	21240	128	844	454	0	593	1241	149	89	219
TCGA-13-0803-01A-01D-0356-01	OV_	d	14242	40987	23086	19246	0	334	0	4668	19802	12	20040	695	0	6	60	4409	0	2966	0	0	0	9847	23
TCGA-24-2288-01A-01D-0704-01	OV_	a	22044	3934	14889	381	340	1413	8382	21331	7063	7242	456	458	217	386	139	9879	1179	6856	1454	1076	643	1463	735
TCGA-24-2288-01A-01D-0704-01	OV_	d	10077	13144	853	5671	25394	0	2594	33	39	28986	2702	28181	0	129	5	13	0	6	25	286	0	0	14
TCGA-36-2543-01A-01D-1043-01	OV_	a	24813	5910	3061	709	22367	20171	31105	1357	359	3831	480	377	348	198	5941	0	1039	215	212	891	118	0	405
TCGA-36-2543-01A-01D-1043-01	OV_	d	15028	5436	9153	360	1759	0	1288	227	1621	13	5129	10269	802	22078	0	293	6192	0	6403	161	0	0	20341
TCGA-24-2295-01A-01D-0704-01	OV_	a	494	99	5641	4206	0	1400	2373	1407	0	24398	0	0	0	475	3986	862	0	0	7368	0	0	5331	0
TCGA-24-2295-01A-01D-0704-01	OV_	d	22544	0	0	37740	28203	15684	0	7331	18013	14	75	0	17363	58	0	22828	201	457	1728	0	0	0	397
TCGA-24-2023-01A-01D-0648-01	OV_	a	13869	20651	27237	1276	6277	6323	21081	32056	0	6478	19544	1792	4342	5124	6246	694	380	624	6885	5152	30	515	7591
TCGA-24-2023-01A-01D-0648-01	OV_	d	0	77	0	0	18972	22	0	4137	0	5	104	0	0	0	9127	0	0	0	4111	0	0	0	0
TCGA-13-0802-01A-01D-0356-01	OV_	a	34744	1280	1189	0	9967	12357	0	7177	5114	5094	16839	0	35857	136	9810	0	0	13459	4257	464	11462	845	0
TCGA-13-0802-01A-01D-0356-01	OV_	d	17222	0	27221	0	6	360	1265	189	100	30	2655	27	0	0	0	0	0	8340	3018	0	501	0	1331
TCGA-24-1558-01A-01D-0533-01	OV_	a	8304	274	0	1484	113	17854	113	10897	65	8725	6643	5	23	0	24	5898	1012	461	3773	0	9913	0	5096
TCGA-24-1558-01A-01D-0533-01	OV_	d	25115	0	130	35347	18974	32699	0	0	0	0	15963	0	0	0	0	4429	431	0	7195	0	3359	8287	11
TCGA-29-1778-01A-01D-0577-01	OV_	a	31388	9059	7768	23861	0	9781	1041	3922	0	765	13303	0	3298	16477	935	0	983	3469	1865	845	7308	5606	0
TCGA-29-1778-01A-01D-0577-01	OV_	d	31431	33	0	328	36810	0	0	6149	0	200	0	0	0	828	0	0	4266	8935	0	0	0	2929	0
TCGA-13-1482-01A-01D-0472-01	OV_	a	22896	58425	13975	257	0	749	6548	15280	30	8598	0	100	0	7007	0	61	0	0	466	51	183	765	4968
TCGA-13-1482-01A-01D-0472-01	OV_	d	23752	71	259	49	31002	0	36	0	7985	6339	6	15483	35	0	11	46	0	4280	1109	0	3080	6	51
TCGA-13-0755-01A-01D-0356-01	OV_	a	39888	8481	18012	21	22563	12599	6006	19535	192	1752	13590	4072	0	0	27	680	80	0	0	0	0	19	11958
TCGA-13-0755-01A-01D-0356-01	OV_	d	27919	130	6682	55	29	69	8291	28	48	10294	12196	0	87	379	10	0	541	0	1314	7899	0	0	13
TCGA-24-1604-01A-01D-0497-01	OV_	a	0	13808	0	0	3961	15006	31072	34519	0	18102	35378	0	0	1717	1837	0	0	3808	73	0	0	0	6578
TCGA-24-1604-01A-01D-0497-01	OV_	d	5574	62	1512	1650	11160	0	0	10	0	23104	0	0	19733	17	25	0	9	0	6878	0	0	0	0
TCGA-13-0724-01A-01D-0356-01	OV_	a	4204	2470	26733	5480	2332	11982	327	14960	400	1137	3758	50847	0	17513	353	1606	1767	18	11488	11412	1354	231	2522
TCGA-13-0724-01A-01D-0356-01	OV_	d	9455	639	26152	4890	218	55	5665	1079	8	0	0	9	0	98	0	14386	0	156	369	0	24	63	28
TCGA-13-1481-01A-01D-0472-01	OV_	a	1168	15646	15580	0	4361	0	0	28257	0	13	15285	0	9033	0	15052	2345	0	0	0	8252	0	0	9034
TCGA-13-1481-01A-01D-0472-01	OV_	d	9	5386	7674	10433	36788	28	7168	4651	0	3744	0	48	22305	0	88	17	0	13164	1035	0	0	0	0
TCGA-13-2065-01A-01D-1043-01	OV_	a	18207	1708	2440	0	40452	16153	21371	0	2363	0	0	3648	0	0	0	2414	0	0	0	0	2540	0	0
TCGA-13-2065-01A-01D-1043-01	OV_	d	12776	3386	33968	39004	10916	5409	0	14489	5	0	0	0	1048	7	0	2383	0	5	1009	1285	0	0	8
TCGA-30-1857-01A-02D-0577-01	OV_	a	16714	6958	24344	264	228	0	247	26922	102	0	15170	8974	58	180	470	0	0	262	2717	663	44	869	12109
TCGA-30-1857-01A-02D-0577-01	OV_	d	22891	31147	7719	36381	0	0	7	0	0	2007	0	6252	0	0	7407	0	0	0	7889	0	0	0	12
TCGA-13-0903-01A-01D-0399-01	OV_	a	1187	32926	0	0	7989	15843	147	22811	10	51	13672	28	0	21	9353	31	2789	0	0	104	0	0	9406
TCGA-13-0903-01A-01D-0399-01	OV_	d	14651	4485	24085	0	31858	462	9917	21	3472	4858	5237	2100	0	13282	11	0	0	0	2692	0	0	0	5950
TCGA-59-2372-01A-01D-1043-01	OV_	a	29927	11046	14350	0	2467	9836	51092	2676	0	100	1729	651	0	1151	17101	0	33	9649	0	0	0	0	0
TCGA-59-2372-01A-01D-1043-01	OV_	d	1302	65	5854	9051	4187	52646	7	79	67	0	868	0	166	126	503	0	45	2889	756	0	0	0	9492
TCGA-13-0900-01B-01D-0452-01	OV_	a	1318	8596	678	4055	933	611	571	29869	758	17235	942	349	0	19602	564	3724	161	32	0	81	118	15	0
TCGA-13-0900-01B-01D-0452-01	OV_	d	41821	11676	59	11799	9	21497	20477	5014	0	11932	0	53	0	1452	13	12837	6265	21	0	41	4612	157	0
TCGA-13-0725-01A-01D-0356-01	OV_	a	8756	1902	33085	506	0	0	0	13927	0	0	0	0	0	8977	40	105	0	3441	0	0	0	0	11947
TCGA-13-0725-01A-01D-0356-01	OV_	d	10274	53052	349	47	24008	25072	1791	1862	2437	12278	6	20846	520	1631	0	0	0	1844	1373	0	0	0	27
TCGA-25-2042-01A-01D-0704-01	OV_	a	0	46292	1504	13889	2211	331	0	18390	1398	15931	12427	3773	970	3630	0	0	10295	0	4453	8753	468	0	16940
TCGA-25-2042-01A-01D-0704-01	OV_	d	0	3649	5843	0	0	0	0	0	852	21949	6754	17599	6287	13799	125	0	0	0	0	3245	0	0	0
